,uri,label,kind,inscription_of,position,rank,max_before_date,max_abs_before_date,min_after_date,min_abs_after_date,avg,avg_year,yearlabel,baseline_position
2 III H.23d,faust://document/faustedition/2_III_H.23d,2 III H.23d,Witness,,359,324,1825-04-02,1825-04-02,1825-10-01,1825-10-01,1825-07-02,1825.0,1825,346
H P166a,faust://document/faustedition/H_P166a,H P166a,Witness,,360,330,1825-04-04,1825-04-04,1825-04-06,1825-04-06,1825-04-05,1825.0,1825,618
2 III H.49a,faust://document/faustedition/2_III_H.49a,2 III H.49a,Witness,,361,329,1825-04-04,,1826-05-10,,1825-10-21,1825.0,1825 … 1826,384
2 III H.49b,faust://document/faustedition/2_III_H.49b,2 III H.49b,Witness,,362,330,1825-04-04,,1826-05-10,,1825-10-21,1825.0,1825 … 1826,385
2 III H.49c,faust://document/faustedition/2_III_H.49c,2 III H.49c,Witness,,363,331,1825-04-04,,1826-05-10,,1825-10-21,1825.0,1825 … 1826,386
H P167 i_uebrige,faust://inscription/faustedition/H_P167/i_uebrige,H P167 i_uebrige,Inscription,H P167,364,334,1825-04-04,,1825-04-06,,1825-04-05,1825.0,1825,674
2 III H.12,faust://document/faustedition/2_III_H.12,2 III H.12,Witness,,365,340,1825-04-04,1825-02-25,1825-04-06,1825-04-06,1825-04-05,1825.0,1825,330
2 V H.26a,faust://document/faustedition/2_V_H.26a,2 V H.26a,Witness,,366,377,1825-04-25,1825-04-25,1825-04-27,1825-04-27,1825-04-26,1825.0,1825,515
2 I H.1,faust://document/faustedition/2_I_H.1,2 I H.1,Witness,,367,374,1825-05-04,1825-05-04,1825-05-30,1825-05-30,1825-05-17,1825.0,1825,123
2 III H.58 i_v,faust://inscription/faustedition/2_III_H.58/i_v,2 III H.58 i_v,Inscription,2 III H.58,368,376,1825-05-06,1825-05-06,1827-05-28,1827-05-28,1826-05-17,1826.0,1825 … 1827,86
1 H.1,faust://document/faustedition/1_H.1,1 H.1,Witness,,369,378,1825-05-21,1825-05-21,1828-01-11,1828-01-11,1826-09-15,1826.0,1825 … 1828,4
1 H.6,faust://document/faustedition/1_H.6,1 H.6,Witness,,370,383,1825-06-11,1825-06-11,1825-06-13,1825-06-13,1825-06-12,1825.0,1825,9
D.4,faust://bibliography/D.4,D.4,UnknownRef,,371,388,1825-08-31,1825-08-31,1825-10-01,1825-10-01,1825-09-15,1825.0,1825,657
D.4α ,faust://bibliography/D.4alpha,D.4α ,UnknownRef,,372,388,1825-08-31,1825-08-31,1825-10-01,1825-10-01,1825-09-15,1825.0,1825,658
2 III H.60 i_uebrige,faust://inscription/faustedition/2_III_H.60/i_uebrige,2 III H.60 i_uebrige,Inscription,2 III H.60,373,401,1825-12-14,1825-12-14,1826-05-19,1826-06-14,1826-03-02,1826.0,1825 … 1826,75
2 I H.9e*,faust://document/faustedition/2_I_H.9e_,2 I H.9e*,Witness,,374,402,1825-12-24,1825-12-24,1825-12-26,1825-12-26,1825-12-25,1825.0,1825,137
2 I H.9f,faust://document/faustedition/2_I_H.9f,2 I H.9f,Witness,,375,403,1825-12-24,,,,1825-12-24,1825.0,1825,138
2 I H.9g,faust://document/faustedition/2_I_H.9g,2 I H.9g,Witness,,376,403,1825-12-24,,,,1825-12-24,1825.0,1825,139
2 I H.9h,faust://document/faustedition/2_I_H.9h,2 I H.9h,Witness,,377,402,1825-12-24,1825-12-24,1825-12-26,1825-12-26,1825-12-25,1825.0,1825,140
2 I H.9i*,faust://document/faustedition/2_I_H.9i_,2 I H.9i*,Witness,,378,406,1825-12-24,1825-12-24,1825-12-26,1825-12-26,1825-12-25,1825.0,1825,141
H P176 Var i_r,faust://inscription/faustedition/H_P176_Var/i_r,H P176 Var i_r,Inscription,H P176 Var,379,403,1825-12-25,1825-12-25,1826-05-19,1826-06-25,1826-03-07,1826.0,1825 … 1826,672
1 H.17,faust://document/faustedition/1_H.17,1 H.17,Witness,,380,408,1825-12-31,1825-12-31,1827-01-01,1827-01-01,1826-07-02,1826.0,1826,20
2 III H.0,faust://document/faustedition/2_III_H.0,2 III H.0,Witness,,381,410,1826-02-02,1826-02-02,1826-08-03,1826-08-03,1826-05-04,1826.0,1826,300
2 III H.50a,faust://document/faustedition/2_III_H.50a,2 III H.50a,Witness,,382,411,1826-02-21,1826-02-21,1826-05-19,1826-12-20,1826-04-05,1826.0,1826,388
2 III H.45,faust://document/faustedition/2_III_H.45,2 III H.45,Witness,,383,414,1826-03-11,1826-03-11,1826-05-19,1826-09-09,1826-04-14,1826.0,1826,374
2 III H.58 i_r,faust://inscription/faustedition/2_III_H.58/i_r,2 III H.58 i_r,Inscription,2 III H.58,384,416,1826-03-13,1826-03-13,1826-06-25,1826-06-25,1826-05-04,1826.0,1826,52
2 III H.49 i_r_u,faust://inscription/faustedition/2_III_H.49/i_r_u,2 III H.49 i_r_u,Inscription,2 III H.49,385,414,1826-03-13,1826-03-13,1826-03-27,1826-03-27,1826-03-20,1826.0,1826,59
2 III H.59b i_uebrige,faust://inscription/faustedition/2_III_H.59b/i_uebrige,2 III H.59b i_uebrige,Inscription,2 III H.59b,386,417,1826-03-13,1826-03-13,1826-05-19,1826-06-25,1826-04-15,1826.0,1826,74
2 III H.43,faust://document/faustedition/2_III_H.43,2 III H.43,Witness,,387,417,1826-03-13,1826-03-13,1826-04-15,1826-04-15,1826-03-29,1826.0,1826,371
2 III H.48a,faust://document/faustedition/2_III_H.48a,2 III H.48a,Witness,,388,414,1826-03-13,1826-03-13,1826-05-19,1826-09-11,1826-04-15,1826.0,1826,382
2 III H.70,faust://document/faustedition/2_III_H.70,2 III H.70,Witness,,389,416,1826-03-13,1826-03-13,1826-05-19,1826-06-06,1826-04-15,1826.0,1826,426
2 III H.72,faust://document/faustedition/2_III_H.72,2 III H.72,Witness,,390,417,1826-03-13,1826-02-02,1826-05-19,1826-08-03,1826-04-15,1826.0,1826,428
2 III H.78a,faust://document/faustedition/2_III_H.78a,2 III H.78a,Witness,,391,414,1826-03-13,1826-03-13,1826-05-19,1826-09-11,1826-04-15,1826.0,1826,437
2 III H.79,faust://document/faustedition/2_III_H.79,2 III H.79,Witness,,392,417,1826-03-13,1826-03-11,1826-05-19,1826-09-09,1826-04-15,1826.0,1826,438
2 III H.77,faust://document/faustedition/2_III_H.77,2 III H.77,Witness,,393,418,1826-03-14,1826-03-14,1826-03-16,1826-03-16,1826-03-15,1826.0,1826,435
2 III H.46,faust://document/faustedition/2_III_H.46,2 III H.46,Witness,,394,427,1826-03-30,1826-03-30,1826-04-01,1826-04-01,1826-03-31,1826.0,1826,377
H P168,faust://document/faustedition/H_P168,H P168,Witness,,395,431,1826-04-03,1826-04-03,1826-04-28,1826-04-28,1826-04-15,1826.0,1826,620
2 III H.50b,faust://document/faustedition/2_III_H.50b,2 III H.50b,Witness,,396,437,1826-04-18,1823-12-22,1826-04-20,1826-06-25,1826-04-19,1826.0,1826,389
2 III H.50d,faust://document/faustedition/2_III_H.50d,2 III H.50d,Witness,,397,438,1826-04-18,1826-04-18,1826-04-20,1826-04-20,1826-04-19,1826.0,1826,391
2 III H.55,faust://document/faustedition/2_III_H.55,2 III H.55,Witness,,398,437,1826-04-18,1826-03-13,1826-04-20,1826-06-25,1826-04-19,1826.0,1826,396
2 III H.50c,faust://document/faustedition/2_III_H.50c,2 III H.50c,Witness,,399,442,1826-04-18,,1826-04-20,,1826-04-19,1826.0,1826,390
2 III H.51,faust://document/faustedition/2_III_H.51,2 III H.51,Witness,,400,447,1826-04-18,1826-04-08,1826-04-20,1826-04-20,1826-04-19,1826.0,1826,392
2 III H.53,faust://document/faustedition/2_III_H.53,2 III H.53,Witness,,401,445,1826-04-18,1826-02-21,1826-05-19,,1826-05-03,1826.0,1826,394
2 III H.52,faust://document/faustedition/2_III_H.52,2 III H.52,Witness,,402,447,1826-04-18,,1826-05-19,,1826-05-03,1826.0,1826,393
2 III H.54,faust://document/faustedition/2_III_H.54,2 III H.54,Witness,,403,445,1826-04-21,1826-04-21,1826-04-23,1826-04-23,1826-04-22,1826.0,1826,395
2 III H.56,faust://document/faustedition/2_III_H.56,2 III H.56,Witness,,404,452,1826-04-21,1826-04-21,1826-04-23,1826-04-23,1826-04-22,1826.0,1826,397
2 III H.56a,faust://document/faustedition/2_III_H.56a,2 III H.56a,Witness,,405,446,1826-04-21,,,,1826-04-21,1826.0,1826,398
2 III H.56b,faust://document/faustedition/2_III_H.56b,2 III H.56b,Witness,,406,447,1826-04-21,,,,1826-04-21,1826.0,1826,399
2 III H.56c,faust://document/faustedition/2_III_H.56c,2 III H.56c,Witness,,407,448,1826-04-21,,,,1826-04-21,1826.0,1826,400
2 III H.71,faust://document/faustedition/2_III_H.71,2 III H.71,Witness,,408,453,1826-04-24,1826-04-24,1826-05-19,1826-10-23,1826-05-06,1826.0,1826,427
2 III H.64,faust://document/faustedition/2_III_H.64,2 III H.64,Witness,,409,458,1826-04-30,1826-04-30,1826-05-02,1826-05-02,1826-05-01,1826.0,1826,413
2 III H.63,faust://document/faustedition/2_III_H.63,2 III H.63,Witness,,410,456,1826-04-30,,1826-05-19,,1826-05-09,1826.0,1826,412
2 III H.67,faust://document/faustedition/2_III_H.67,2 III H.67,Witness,,411,453,1826-04-30,1826-04-30,1826-05-19,1826-10-29,1826-05-09,1826.0,1826,422
2 III H.59,faust://document/faustedition/2_III_H.59,2 III H.59,Witness,,412,459,1826-05-02,1826-05-02,1826-05-04,1826-05-04,1826-05-03,1826.0,1826,405
2 III H.33a,faust://document/faustedition/2_III_H.33a,2 III H.33a,Witness,,413,461,1826-05-02,1826-05-02,1826-05-04,1826-05-04,1826-05-03,1826.0,1826,359
2 III H.59a,faust://document/faustedition/2_III_H.59a,2 III H.59a,Witness,,414,461,1826-05-02,1825-04-07,1826-05-19,1826-06-25,1826-05-10,1826.0,1826,406
2 III H.57,faust://document/faustedition/2_III_H.57,2 III H.57,Witness,,415,460,1826-05-02,1826-03-13,1826-05-19,1826-06-25,1826-05-10,1826.0,1826,401
2 III H.57a,faust://document/faustedition/2_III_H.57a,2 III H.57a,Witness,,416,461,1826-05-02,,1826-05-19,,1826-05-10,1826.0,1826,402
2 III H.58,faust://document/faustedition/2_III_H.58,2 III H.58,Witness,,417,465,1826-05-02,1825-07-06,1826-05-19,,1826-05-10,1826.0,1826,403
2 III H.58a,faust://document/faustedition/2_III_H.58a,2 III H.58a,Witness,,418,462,1826-05-02,,,,1826-05-02,1826.0,1826,404
2 III H.59b,faust://document/faustedition/2_III_H.59b,2 III H.59b,Witness,,419,465,1826-05-02,1826-03-13,1826-05-19,1826-06-25,1826-05-10,1826.0,1826,407
2 III H.59c,faust://document/faustedition/2_III_H.59c,2 III H.59c,Witness,,420,468,1826-05-02,,1826-05-19,,1826-05-10,1826.0,1826,408
2 III H.7:4,faust://document/faustedition/2_III_H.7_4,2 III H.7:4,Witness,,421,471,1826-05-09,1826-05-09,1826-05-10,1826-05-10,1826-05-09,1826.0,1826,320
2 III H.78,faust://document/faustedition/2_III_H.78,2 III H.78,Witness,,422,466,1826-05-09,1826-05-09,1826-05-19,1826-05-25,1826-05-14,1826.0,1826,436
2 III H.2:2,faust://document/faustedition/2_III_H.2_2,2 III H.2:2,Witness,,423,570,1826-05-09,1826-03-11,1826-05-19,,1826-05-14,1826.0,1826,303
fischer_lamberg: 2_III_H.22_5,faust://document/fischer_lamberg/2_III_H.22_5,fischer_lamberg: 2_III_H.22_5,UnknownRef,,424,500,1826-05-09,,1826-05-19,,1826-05-14,1826.0,1826,96
wa: 2_III_H.2alpha,faust://document/wa/2_III_H.2alpha,wa: 2_III_H.2alpha,UnknownRef,,425,502,1826-05-09,,1826-05-19,,1826-05-14,1826.0,1826,111
2 III H.2:1,faust://document/faustedition/2_III_H.2_1,2 III H.2:1,Witness,,426,576,1826-05-09,1826-03-11,1826-05-19,,1826-05-14,1826.0,1826,302
fischer_lamberg: 2_III_H.22_1,faust://document/fischer_lamberg/2_III_H.22_1,fischer_lamberg: 2_III_H.22_1,UnknownRef,,427,505,1826-05-09,1826-04-21,1826-05-26,,1826-05-17,1826.0,1826,92
fischer_lamberg: 2_III_H.22_2,faust://document/fischer_lamberg/2_III_H.22_2,fischer_lamberg: 2_III_H.22_2,UnknownRef,,428,506,1826-05-09,1826-04-21,1826-06-10,,1826-05-25,1826.0,1826,93
fischer_lamberg: 2_III_H.22_3,faust://document/fischer_lamberg/2_III_H.22_3,fischer_lamberg: 2_III_H.22_3,UnknownRef,,429,505,1826-05-09,1826-04-21,1826-06-10,,1826-05-25,1826.0,1826,94
fischer_lamberg: 2_III_H.22_4,faust://document/fischer_lamberg/2_III_H.22_4,fischer_lamberg: 2_III_H.22_4,UnknownRef,,430,505,1826-05-09,1826-04-21,,,1826-05-09,1826.0,1826,95
wa: 2_III_H.IIIalpha,faust://document/wa/2_III_H.IIIalpha,wa: 2_III_H.IIIalpha,UnknownRef,,431,504,1826-05-09,,,,1826-05-09,1826.0,1826,113
2 III H.2a:2,faust://document/faustedition/2_III_H.2a_2,2 III H.2a:2,Witness,,432,509,1826-05-09,1826-04-21,1826-06-10,,1826-05-25,1826.0,1826,305
2 III H.2a:4,faust://document/faustedition/2_III_H.2a_4,2 III H.2a:4,Witness,,433,506,1826-05-09,1825-04-02,1826-05-19,,1826-05-14,1826.0,1826,307
fischer_lamberg: 2_III_H.7__2-3,faust://document/fischer_lamberg/2_III_H.7__2-3,fischer_lamberg: 2_III_H.7__2-3,UnknownRef,,434,507,1826-05-09,,1826-06-10,,1826-05-25,1826.0,1826,91
2 III H.2a:5,faust://document/faustedition/2_III_H.2a_5,2 III H.2a:5,Witness,,435,505,1826-05-09,1825-04-02,1826-05-19,,1826-05-14,1826.0,1826,308
2 III H.2a:1 ,faust://inscription/faustedition/2_III_H.2a_1/,2 III H.2a:1 ,Inscription,2 III H.2a:1,436,504,1826-05-09,,1826-05-19,,1826-05-14,1826.0,1826,21
2 III H.8b,faust://document/faustedition/2_III_H.8b,2 III H.8b,Witness,,437,505,1826-05-09,1825-04-02,1826-06-10,,1826-05-25,1826.0,1826,324
2 III H.22,faust://document/faustedition/2_III_H.22,2 III H.22,Witness,,438,509,1826-05-09,,1826-05-19,,1826-05-14,1826.0,1826,341
2 III H.7:2,faust://document/faustedition/2_III_H.7_2,2 III H.7:2,Witness,,439,510,1826-05-09,,1826-06-10,,1826-05-25,1826.0,1826,318
2 III H.7:3,faust://document/faustedition/2_III_H.7_3,2 III H.7:3,Witness,,440,513,1826-05-09,1826-05-09,1826-05-26,1826-05-26,1826-05-17,1826.0,1826,319
2 III H.7:5,faust://document/faustedition/2_III_H.7_5,2 III H.7:5,Witness,,441,511,1826-05-09,1826-03-24,1826-06-10,1826-06-25,1826-05-25,1826.0,1826,321
2 III H.23b,faust://document/faustedition/2_III_H.23b,2 III H.23b,Witness,,442,505,1826-05-09,,,,1826-05-09,1826.0,1826,344
2 III H.23c,faust://document/faustedition/2_III_H.23c,2 III H.23c,Witness,,443,506,1826-05-09,,,,1826-05-09,1826.0,1826,345
H P140,faust://document/faustedition/H_P140,H P140,Witness,,444,508,1826-05-09,1825-03-20,,,1826-05-09,1826.0,1826,607
2 III H.7:1,faust://document/faustedition/2_III_H.7_1,2 III H.7:1,Witness,,445,520,1826-05-17,1826-05-17,1826-05-19,1826-05-19,1826-05-18,1826.0,1826,317
2 III H.2a:3,faust://document/faustedition/2_III_H.2a_3,2 III H.2a:3,Witness,,446,525,1826-05-17,1826-04-21,1826-06-10,,1826-05-29,1826.0,1826,306
2 III H.3,faust://document/faustedition/2_III_H.3,2 III H.3,Witness,,447,524,1826-05-17,1825-12-25,1826-06-10,1826-06-25,1826-05-29,1826.0,1826,309
2 III H.3a:2,faust://document/faustedition/2_III_H.3a_2,2 III H.3a:2,Witness,,448,549,1826-05-17,1826-03-13,1826-06-10,1826-06-10,1826-05-29,1826.0,1826,311
2 III H.3a:1,faust://document/faustedition/2_III_H.3a_1,2 III H.3a:1,Witness,,449,551,1826-05-17,1826-03-13,1826-06-10,1826-06-10,1826-05-29,1826.0,1826,310
2 III H.62,faust://document/faustedition/2_III_H.62,2 III H.62,Witness,,450,531,1826-05-17,,1831-09-22,,1829-01-18,1829.0,1826 … 1831,411
