,uri,label,kind,inscription_of,position,start_pos,end_pos,rank,max_before_date,max_abs_before_date,min_after_date,min_abs_after_date,avg,avg_year,yearlabel,baseline_position
landeck: 2_V_H.1III,faust://document/landeck/2_V_H.1III,landeck: 2_V_H.1III,UnknownRef,,668,1335,1336,1385,1830-11-04,1830-11-04,1831-05-05,1831-05-05,1831-02-03,1831.0,1830 … 1831,101
2 V H.34,faust://document/faustedition/2_V_H.34,2 V H.34,Witness,,669,1337,1338,1387,1830-11-30,1830-11-30,1830-12-11,1830-12-11,1830-12-05,1830.0,1830,537
2 V H.35,faust://document/faustedition/2_V_H.35,2 V H.35,Witness,,670,1339,1340,1387,1830-11-30,1830-11-30,1830-12-18,1830-12-18,1830-12-09,1830.0,1830,538
2 V H.33,faust://document/faustedition/2_V_H.33,2 V H.33,Witness,,671,1341,1342,1397,1830-11-30,,1830-12-18,,1830-12-09,1830.0,1830,536
2 V H.37b,faust://document/faustedition/2_V_H.37b,2 V H.37b,Witness,,672,1343,1344,1389,1830-11-30,1830-11-30,1830-12-18,1830-12-18,1830-12-09,1830.0,1830,543
2 V H.38a,faust://document/faustedition/2_V_H.38a,2 V H.38a,Witness,,673,1345,1346,1403,1830-11-30,1830-06-19,1830-12-18,1830-12-18,1830-12-09,1830.0,1830,551
2 V H.37a i_r,faust://inscription/faustedition/2_V_H.37a/i_r,2 V H.37a i_r,Inscription,2 V H.37a,674,1347,1348,1391,1830-11-30,1830-06-19,1830-12-18,1830-12-18,1830-12-09,1830.0,1830,49
landeck: 2_V_H.33I,faust://document/landeck/2_V_H.33I,landeck: 2_V_H.33I,UnknownRef,,675,1349,1350,1399,1830-11-30,,1830-12-18,,1830-12-09,1830.0,1830,102
2 V H.32a i_r,faust://inscription/faustedition/2_V_H.32a/i_r,2 V H.32a i_r,Inscription,2 V H.32a,676,1351,1352,1404,1830-12-01,1830-12-01,1830-12-18,1830-12-18,1830-12-09,1830.0,1830,50
2 V H.32a i_v,faust://inscription/faustedition/2_V_H.32a/i_v,2 V H.32a i_v,Inscription,2 V H.32a,677,1353,1354,1406,1830-12-01,1830-12-01,1830-12-18,1830-12-18,1830-12-09,1830.0,1830,83
2 V H.33 i_uebrige,faust://inscription/faustedition/2_V_H.33/i_uebrige,2 V H.33 i_uebrige,Inscription,2 V H.33,678,1355,1356,1408,1830-12-01,1830-12-01,1830-12-18,1830-12-18,1830-12-09,1830.0,1830,68
2 V H.37c,faust://document/faustedition/2_V_H.37c,2 V H.37c,Witness,,679,1357,1358,1410,1830-12-01,,1830-12-18,1830-12-18,1830-12-09,1830.0,1830,544
2 V H.37 … (2),faust://document/wa/2_V_H.g,2 V H.37 … (2),AmbiguousRef,,680,1359,1360,1388,1830-12-01,1830-12-01,1830-12-18,1830-12-18,1830-12-09,1830.0,1830,547
2 V H.37g,faust://document/faustedition/2_V_H.37g,2 V H.37g,Witness,,681,1361,1362,1416,1830-12-01,,1832-06-06,,1831-09-03,1831.0,1830 … 1832,549
H P196,faust://document/faustedition/H_P196,H P196,Witness,,682,1363,1364,1388,1830-12-01,1830-12-01,1830-12-18,1830-12-18,1830-12-09,1830.0,1830,649
2 V H.37,faust://document/faustedition/2_V_H.37,2 V H.37,Witness,,683,1365,1366,1440,1831-02-12,1831-02-12,1831-02-14,1831-02-14,1831-02-13,1831.0,1831,541
2 V H.33 i_3_r,faust://inscription/faustedition/2_V_H.33/i_3_r,2 V H.33 i_3_r,Inscription,2 V H.33,684,1367,1368,1442,1831-02-12,1831-02-12,1831-08-13,1831-08-13,1831-05-14,1831.0,1831,39
2 V H.33 i_3_v,faust://inscription/faustedition/2_V_H.33/i_3_v,2 V H.33 i_3_v,Inscription,2 V H.33,685,1369,1370,1442,1831-02-12,1831-02-12,1831-08-13,1831-08-13,1831-05-14,1831.0,1831,40
2 V H.0a,faust://document/faustedition/2_V_H.0a,2 V H.0a,Witness,,686,1371,1372,1458,1831-04-05,1831-04-05,1831-05-01,1831-05-01,1831-04-18,1831.0,1831,489
2 V H.0f,faust://document/faustedition/2_V_H.0f,2 V H.0f,Witness,,687,1373,1374,1458,1831-04-05,1831-04-05,1831-05-05,1831-05-05,1831-04-20,1831.0,1831,494
landeck: 2_H,faust://document/landeck/2_H,landeck: 2_H,UnknownRef,,688,1375,1376,1460,1831-04-05,,,,1831-04-05,1831.0,1831,104
2 V H.0c,faust://document/faustedition/2_V_H.0c,2 V H.0c,Witness,,689,1377,1378,1459,1831-04-24,1831-04-24,1831-09-22,1831-10-23,1831-07-08,1831.0,1831,491
2 V H.0b,faust://document/faustedition/2_V_H.0b,2 V H.0b,Witness,,690,1379,1380,1463,1831-04-24,1831-03-24,1831-09-22,1831-09-22,1831-07-08,1831.0,1831,490
2 V H.38,faust://document/faustedition/2_V_H.38,2 V H.38,Witness,,691,1381,1382,1460,1831-04-29,1831-04-29,1831-05-18,1831-05-18,1831-05-08,1831.0,1831,550
2 IV H.6: … (2),faust://document/wa/2_IV_H.6,2 IV H.6: … (2),AmbiguousRef,,692,1383,1384,1462,1831-04-29,1831-04-29,1831-10-28,1831-10-28,1831-07-29,1831.0,1831,457
H P197a,faust://document/faustedition/H_P197a,H P197a,Witness,,693,1385,1386,1460,1831-04-29,1831-04-29,1831-05-18,1831-05-18,1831-05-08,1831.0,1831,650
H P188a,faust://document/faustedition/H_P188a,H P188a,Witness,,694,1387,1388,1461,1831-04-30,1831-04-30,1831-07-23,1831-07-23,1831-06-11,1831.0,1831,643
H P190a,faust://document/faustedition/H_P190a,H P190a,Witness,,695,1389,1390,1476,1831-05-14,1831-05-14,1831-11-12,1831-11-12,1831-08-13,1831.0,1831,645
2 IV H.22 i_1_r,faust://inscription/faustedition/2_IV_H.22/i_1_r,2 IV H.22 i_1_r,Inscription,2 IV H.22,696,1391,1392,1479,1831-05-15,1831-05-15,1831-05-17,1831-05-17,1831-05-16,1831.0,1831,36
2 IV H.22 i_uebrige,faust://inscription/faustedition/2_IV_H.22/i_uebrige,2 IV H.22 i_uebrige,Inscription,2 IV H.22,697,1393,1394,1477,1831-05-15,1831-05-15,1831-12-09,1831-12-09,1831-08-27,1831.0,1831,64
2 IV H.22b,faust://document/faustedition/2_IV_H.22b,2 IV H.22b,Witness,,698,1395,1396,1488,1831-05-29,1831-05-29,1831-11-27,1831-11-27,1831-08-28,1831.0,1831,482
2 IV H.5,faust://document/faustedition/2_IV_H.5,2 IV H.5,Witness,,699,1397,1398,1490,1831-06-17,1831-06-17,1831-12-16,1831-12-16,1831-09-16,1831.0,1831,456
2 IV H.2,faust://document/faustedition/2_IV_H.2,2 IV H.2,Witness,,700,1399,1400,1492,1831-06-17,1831-06-17,1832-06-06,,1831-12-11,1831.0,1831 … 1832,453
2 IV H.3,faust://document/faustedition/2_IV_H.3,2 IV H.3,Witness,,701,1401,1402,1496,1831-06-17,,1832-06-06,,1831-12-11,1831.0,1831 … 1832,454
2 IV H.7,faust://document/faustedition/2_IV_H.7,2 IV H.7,Witness,,702,1403,1404,1498,1831-06-17,,1832-06-06,,1831-12-11,1831.0,1831 … 1832,460
H P188,faust://document/faustedition/H_P188,H P188,Witness,,703,1405,1406,1492,1831-06-17,1824-12-31,,,1831-06-17,1831.0,1831,642
2 IV H.18,faust://document/faustedition/2_IV_H.18,2 IV H.18,Witness,,704,1407,1408,1493,1831-06-25,1831-06-25,1831-07-01,1831-07-01,1831-06-28,1831.0,1831,475
2 IV H.21a,faust://document/faustedition/2_IV_H.21a,2 IV H.21a,Witness,,705,1409,1410,1493,1831-06-25,1831-06-25,1831-07-23,1831-07-23,1831-07-09,1831.0,1831,479
2 IV H.22d,faust://document/faustedition/2_IV_H.22d,2 IV H.22d,Witness,,706,1411,1412,1491,1831-06-25,1831-06-25,1831-07-23,1831-07-23,1831-07-09,1831.0,1831,484
2 IV H.20,faust://document/faustedition/2_IV_H.20,2 IV H.20,Witness,,707,1413,1414,1497,1831-06-25,,1832-06-06,,1831-12-15,1831.0,1831 … 1832,477
2 IV H.13a,faust://document/faustedition/2_IV_H.13a,2 IV H.13a,Witness,,708,1415,1416,1499,1831-06-25,,1832-06-06,,1831-12-15,1831.0,1831 … 1832,469
2 IV H.1,faust://document/faustedition/2_IV_H.1,2 IV H.1,Witness,,709,1417,1418,1501,1831-06-25,,,,1831-06-25,1831.0,1831,452
2 IV H.22g,faust://document/faustedition/2_IV_H.22g,2 IV H.22g,Witness,,710,1419,1420,1491,1831-06-25,1831-06-25,1831-07-23,1831-07-23,1831-07-09,1831.0,1831,488
2 IV H.22 … (2),faust://document/wa/2_IV_H.g,2 IV H.22 … (2),AmbiguousRef,,711,1421,1422,1493,1831-06-25,1831-06-25,1831-07-23,1831-07-23,1831-07-09,1831.0,1831,485
H P181,faust://document/faustedition/H_P181,H P181,Witness,,712,1423,1424,1491,1831-06-25,1831-06-25,1831-07-01,1831-07-01,1831-06-28,1831.0,1831,641
2 IV H.19 i_uebrige,faust://inscription/faustedition/2_IV_H.19/i_uebrige,2 IV H.19 i_uebrige,Inscription,2 IV H.19,713,1425,1426,1496,1831-06-29,1831-06-29,1831-11-27,1831-12-28,1831-09-12,1831.0,1831,62
2 IV H.8,faust://document/faustedition/2_IV_H.8,2 IV H.8,Witness,,714,1427,1428,1510,1831-06-29,1831-05-29,1831-11-27,1831-11-27,1831-09-12,1831.0,1831,463
2 IV H.12 i_uebrige,faust://inscription/faustedition/2_IV_H.12/i_uebrige,2 IV H.12 i_uebrige,Inscription,2 IV H.12,715,1429,1430,1498,1831-06-29,,1832-06-06,,1831-12-17,1831.0,1831 … 1832,63
2 IV H.13,faust://document/faustedition/2_IV_H.13,2 IV H.13,Witness,,716,1431,1432,1518,1831-06-29,,1832-06-06,,1831-12-17,1831.0,1831 … 1832,468
2 H,faust://document/faustedition/2_H,2 H,Witness,,717,1433,1434,1616,1831-06-29,1826-08-12,1832-06-06,,1831-12-17,1831.0,1831 … 1832,117
2 IV H.10,faust://document/faustedition/2_IV_H.10,2 IV H.10,Witness,,718,1435,1436,1520,1831-06-29,,,,1831-06-29,1831.0,1831,465
2 IV H.21,faust://document/faustedition/2_IV_H.21,2 IV H.21,Witness,,719,1437,1438,1526,1831-06-29,,,,1831-06-29,1831.0,1831,478
C.3  … (2),faust://document/wa/C,C.3  … (2),AmbiguousRef,,720,1439,1440,1620,1831-06-29,,,,1831-06-29,1831.0,1831,663
wa: C.1_4,faust://document/wa/C.1_4,wa: C.1_4,UnknownRef,,721,1441,1442,1618,1831-06-29,,1836-06-12,,1833-12-20,1833.0,1831 … 1836,656
wa: C_12,faust://document/wa/C_12,wa: C_12,UnknownRef,,722,1443,1444,1618,1831-06-29,,,,1831-06-29,1831.0,1831,658
wa: C_4,faust://document/wa/C_4,wa: C_4,UnknownRef,,723,1445,1446,1618,1831-06-29,,1836-06-12,,1833-12-20,1833.0,1831 … 1836,657
wa: P191Var i_v_u,faust://inscription/wa/P191Var/i_v_u,wa: P191Var i_v_u,Inscription,wa: P191Var,724,1447,1448,1498,1831-06-29,,,,1831-06-29,1831.0,1831,710
2 IV H.16,faust://document/faustedition/2_IV_H.16,2 IV H.16,Witness,,725,1449,1450,1640,1831-12-07,1831-12-07,1832-06-06,1832-06-06,1832-03-07,1832.0,1831 … 1832,473
H P129 Var*,faust://document/faustedition/H_P129_Var_,H P129 Var*,Witness,,726,1451,1452,1554,1832-03-21,1832-03-21,1832-09-19,1832-09-19,1832-06-20,1832.0,1832,619
C.1 41,faust://bibliography/C.1_41,C.1 41,UnknownRef,,727,1453,1454,1653,1833-02-28,1833-02-28,1833-04-01,1833-04-01,1833-03-16,1833.0,1833,665
wa: C_41,faust://document/wa/C_41,wa: C_41,UnknownRef,,728,1455,1456,1659,1833-02-28,,1836-06-12,,1834-10-21,1834.0,1833 … 1836,655
C.3 41,faust://bibliography/C.3_41,C.3 41,UnknownRef,,729,1457,1458,1654,1833-03-31,1833-03-31,1833-05-01,1833-05-01,1833-04-15,1833.0,1833,666
Q,faust://bibliography/Q,Q,UnknownRef,,730,1459,1460,1667,1836-03-15,1836-03-15,1836-06-12,1836-06-12,1836-04-28,1836.0,1836,711
