,uri,label,kind,inscription_of,position,start_pos,end_pos,rank,max_before_date,max_abs_before_date,min_after_date,min_abs_after_date,avg,avg_year,yearlabel,baseline_position
2 I H.34a,faust://document/faustedition/2_I_H.34a,2 I H.34a,Witness,,591,455,1321,588,,,,,,,,183
2 I H.35,faust://document/faustedition/2_I_H.35,2 I H.35,Witness,,592,456,1322,596,,,,,,,,184
2 I H.37,faust://document/faustedition/2_I_H.37,2 I H.37,Witness,,593,458,1323,594,,,,,,,,186
2 I H.45,faust://document/faustedition/2_I_H.45,2 I H.45,Witness,,594,471,1324,588,,,,,,,,196
2 I H.32 i_7_v,faust://inscription/faustedition/2_I_H.32/i_7_v,2 I H.32 i_7_v,Inscription,2 I H.32,595,653,1325,589,,,,,,,,42
2 I H.32,faust://document/faustedition/2_I_H.32,2 I H.32,Witness,,596,451,1326,606,,,,,,,,180
2 I H.43 i_uebrige,faust://inscription/faustedition/2_I_H.43/i_uebrige,2 I H.43 i_uebrige,Inscription,2 I H.43,597,655,1327,589,,,,,,,,73
2 I H.43,faust://document/faustedition/2_I_H.43,2 I H.43,Witness,,598,467,1328,592,,,,,,,,193
H P106 i_v,faust://inscription/faustedition/H_P106/i_v,H P106 i_v,Inscription,H P106,599,939,1329,588,,,,,,,,692
H P106,faust://document/faustedition/H_P106,H P106,Witness,,600,814,1330,593,,,,,,,,601
2 I H.33,faust://document/faustedition/2_I_H.33,2 I H.33,Witness,,601,452,1331,589,,,,,,,,181
2 I H.9c*,faust://document/faustedition/2_I_H.9c_,2 I H.9c*,Witness,,602,508,1332,597,,,,,,,,136
2 I H.9m,faust://document/faustedition/2_I_H.9m,2 I H.9m,Witness,,603,520,1333,595,,,,,,,,145
2 I H.9n*,faust://document/faustedition/2_I_H.9n_,2 I H.9n*,Witness,,604,521,1334,597,,,,,,,,146
2 I H.9o*,faust://document/faustedition/2_I_H.9o_,2 I H.9o*,Witness,,605,522,1335,595,,,,,,,,147
2 I H.9p*,faust://document/faustedition/2_I_H.9p_,2 I H.9p*,Witness,,606,523,1336,598,,,,,,,,148
2 I H.9d,faust://document/faustedition/2_I_H.9d,2 I H.9d,Witness,,607,509,1337,604,,,,,,,,137
H P107,faust://document/faustedition/H_P107,H P107,Witness,,608,815,1338,624,,,,,,,,602
2 I H.46,faust://document/faustedition/2_I_H.46,2 I H.46,Witness,,609,473,1339,628,,,,,,,,197
C.1 12,faust://document/faustedition/C.1_12,C.1 12,Witness,,610,772,1340,640,,,,,,,,659
C.3 4,faust://document/faustedition/C.3_4,C.3 4,Witness,,611,776,1341,640,,,,,,,,664
H P179a,faust://document/faustedition/H_P179a,H P179a,Witness,,612,874,1342,644,,,,,,,,639
C.2α 4,faust://document/faustedition/C.2alpha_4,C.2α 4,Witness,,613,774,1343,648,,,,,,,,661
2 III H.69a,faust://document/faustedition/2_III_H.69a,2 III H.69a,Witness,,614,177,1344,660,,,,,,,,433
2 II H.14,faust://document/faustedition/2_II_H.14,2 II H.14,Witness,,615,223,1345,668,,,,,,,,237
C.3 12,faust://document/faustedition/C.3_12,C.3 12,Witness,,616,775,1346,670,,,,,,,,663
gsa_2: GSA_25_W_1806,faust://document/gsa_2/GSA_25_W_1806,gsa_2: GSA_25_W_1806,UnknownRef,,617,803,1347,673,,,,,,,,678
2 II H.13,faust://document/faustedition/2_II_H.13,2 II H.13,Witness,,618,220,1348,681,,,,,,,,235
2 II H.8:1,faust://document/faustedition/2_II_H.8_1,2 II H.8:1,Witness,,619,331,1349,699,,,,,,,,228
2 II H.20,faust://document/faustedition/2_II_H.20,2 II H.20,Witness,,620,231,1350,683,,,,,,,,244
2 II H.27: … (2),faust://document/wa/2_II_H.27,2 II H.27: … (2),AmbiguousRef,,621,746,1351,685,,,,,,,,251
